reg_date,state,vehicle_category,manufacturer,registrations
2025-06-09,Assam,4W,BrandN,4144
2025-06-09,Bihar,3W,BrandD,11792
2025-06-09,Chhattisgarh,2W,BrandZ,9962
2025-06-09,Goa,2W,BrandX,15550
2025-06-09,Gujarat,4W,BrandT,2542
2025-06-09,Haryana,4W,BrandY,12842
2025-06-09,Himachal Pradesh,3W,BrandO,16731
2025-06-09,Jharkhand,4W,BrandL,2441
2025-06-09,Karnataka,3W,BrandV,13452
2025-06-09,Kerala,4W,BrandO,5736
2025-06-09,Madhya Pradesh,4W,BrandF,9362
2025-06-09,Maharashtra,2W,BrandE,5183
2025-06-09,Manipur,3W,BrandC,2503
2025-06-09,Meghalaya,4W,BrandJ,19210
2025-06-09,Mizoram,2W,BrandD,8947
2025-06-09,Nagaland,4W,BrandX,5781
2025-06-09,Odisha,2W,BrandU,3883
2025-06-09,Punjab,3W,BrandQ,18097
2025-06-09,Rajasthan,3W,BrandH,18205
2025-06-09,Sikkim,3W,BrandT,3838
2025-06-09,Tamil Nadu,3W,BrandG,13588
2025-06-09,Telangana,3W,BrandZ,14382
2025-06-09,Tripura,4W,BrandO,19057
2025-06-09,Uttar Pradesh,4W,BrandY,3882
2025-06-09,Uttarakhand,4W,BrandU,8127
2025-06-09,West Bengal,4W,BrandV,12465
2025-06-09,Delhi,4W,BrandM,9440
2025-06-09,Jammu and Kashmir,3W,BrandZ,14328
2025-06-09,Ladakh,2W,BrandS,9390
2025-06-09,Puducherry,4W,BrandC,12943
2025-06-10,Andhra Pradesh,4W,BrandB,16564
2025-06-10,Arunachal Pradesh,4W,BrandF,11303
2025-06-10,Assam,4W,BrandZ,17278
2025-06-10,Bihar,2W,BrandB,3777
2025-06-10,Chhattisgarh,4W,BrandL,17196
2025-06-10,Goa,4W,BrandM,13604
2025-06-10,Gujarat,4W,BrandW,11448
2025-06-10,Haryana,2W,BrandY,14032
2025-06-10,Himachal Pradesh,2W,BrandM,3754
2025-06-10,Jharkhand,2W,BrandQ,7750
2025-06-10,Karnataka,2W,BrandP,10821
2025-06-10,Kerala,3W,BrandR,14462
2025-06-10,Madhya Pradesh,2W,BrandN,17989
2025-06-10,Maharashtra,4W,BrandX,6477
2025-06-10,Manipur,2W,BrandT,7139
2025-06-10,Meghalaya,4W,BrandQ,2835
2025-06-10,Mizoram,4W,BrandI,2800
2025-06-10,Nagaland,4W,BrandN,6235
2025-06-10,Odisha,3W,BrandW,2593
2025-06-10,Punjab,3W,BrandV,19609
2025-06-10,Rajasthan,2W,BrandG,15788
2025-06-10,Sikkim,4W,BrandV,9890
2025-06-10,Tamil Nadu,2W,BrandL,19596
2025-06-10,Telangana,3W,BrandH,4882
2025-06-10,Tripura,3W,BrandO,19717
2025-06-10,Uttar Pradesh,2W,BrandT,2889
2025-06-10,Uttarakhand,3W,BrandT,5922
2025-06-10,West Bengal,3W,BrandB,18398
2025-06-10,Delhi,3W,BrandY,13656
2025-06-10,Jammu and Kashmir,4W,BrandL,6396
2025-06-10,Ladakh,2W,BrandE,18923
2025-06-10,Puducherry,3W,BrandD,14338
2025-06-11,Andhra Pradesh,3W,BrandJ,13371
2025-06-11,Arunachal Pradesh,2W,BrandC,2308
2025-06-11,Assam,2W,BrandN,18987
2025-06-11,Bihar,4W,BrandR,6114
2025-06-11,Chhattisgarh,4W,BrandT,4100
2025-06-11,Goa,4W,BrandG,16570
2025-06-11,Gujarat,2W,BrandW,6417
2025-06-11,Haryana,2W,BrandT,4642
2025-06-11,Himachal Pradesh,3W,BrandS,10247
2025-06-11,Jharkhand,2W,BrandN,2226
2025-06-11,Karnataka,2W,BrandI,4949
2025-06-11,Kerala,4W,BrandT,2151
2025-06-11,Madhya Pradesh,4W,BrandU,8917
2025-06-11,Maharashtra,4W,BrandG,17570
2025-06-11,Manipur,2W,BrandE,10617
2025-06-11,Meghalaya,3W,BrandR,13335
2025-06-11,Mizoram,2W,BrandB,19837
2025-06-11,Nagaland,3W,BrandM,5875
2025-06-11,Odisha,2W,BrandE,2175
2025-06-11,Punjab,3W,BrandX,14555
2025-06-11,Rajasthan,4W,BrandQ,2859
2025-06-11,Sikkim,3W,BrandL,19646
2025-06-11,Tamil Nadu,2W,BrandK,16250
2025-06-11,Telangana,3W,BrandQ,16067
2025-06-11,Tripura,3W,BrandB,15427
2025-06-11,Uttar Pradesh,2W,BrandB,13215
2025-06-11,Uttarakhand,3W,BrandM,15056
2025-06-11,West Bengal,2W,BrandW,6819
2025-06-11,Delhi,3W,BrandZ,4155
2025-06-11,Jammu and Kashmir,2W,BrandV,16831
2025-06-11,Ladakh,3W,BrandA,16789
2025-06-11,Puducherry,3W,BrandE,19621
2025-06-12,Andhra Pradesh,3W,BrandE,19809
2025-06-12,Arunachal Pradesh,4W,BrandJ,16352
2025-06-12,Assam,4W,BrandJ,17119
2025-06-12,Bihar,2W,BrandN,5834
2025-06-12,Chhattisgarh,2W,BrandG,3129
2025-06-12,Goa,3W,BrandG,8189
2025-06-12,Gujarat,2W,BrandO,6858
2025-06-12,Haryana,2W,BrandH,14436
2025-06-12,Himachal Pradesh,2W,BrandH,3494
2025-06-12,Jharkhand,2W,BrandU,14991
2025-06-12,Karnataka,4W,BrandW,8569
2025-06-12,Kerala,3W,BrandB,14014
2025-06-12,Madhya Pradesh,3W,BrandD,4606
2025-06-12,Maharashtra,4W,BrandP,7552
2025-06-12,Manipur,3W,BrandO,7123
2025-06-12,Meghalaya,4W,BrandD,17979
2025-06-12,Mizoram,3W,BrandU,18757
2025-06-12,Nagaland,4W,BrandU,15805
2025-06-12,Odisha,2W,BrandW,17458
2025-06-12,Punjab,3W,BrandJ,4274
2025-06-12,Rajasthan,2W,BrandZ,16526
2025-06-12,Sikkim,2W,BrandT,13155
2025-06-12,Tamil Nadu,4W,BrandN,14965
2025-06-12,Telangana,2W,BrandF,2792
2025-06-12,Tripura,3W,BrandU,19028
2025-06-12,Uttar Pradesh,2W,BrandJ,7052
2025-06-12,Uttarakhand,4W,BrandJ,12694
2025-06-12,West Bengal,4W,BrandS,4838
2025-06-12,Delhi,2W,BrandW,4662
2025-06-12,Jammu and Kashmir,4W,BrandY,4223
2025-06-12,Ladakh,2W,BrandQ,15846
2025-06-12,Puducherry,3W,BrandX,8514
2025-06-13,Andhra Pradesh,3W,BrandY,12394
2025-06-13,Arunachal Pradesh,4W,BrandT,9027
2025-06-13,Assam,4W,BrandS,15991
2025-06-13,Bihar,2W,BrandQ,10166
2025-06-13,Chhattisgarh,4W,BrandN,14938
2025-06-13,Goa,3W,BrandL,13773
2025-06-13,Gujarat,4W,BrandD,4915
2025-06-13,Haryana,3W,BrandC,7658
2025-06-13,Himachal Pradesh,2W,BrandD,10853
2025-06-13,Jharkhand,4W,BrandN,8732
2025-06-13,Karnataka,3W,BrandA,5147
2025-06-13,Kerala,3W,BrandV,3604
2025-06-13,Madhya Pradesh,4W,BrandG,13751
2025-06-13,Maharashtra,3W,BrandM,7101
2025-06-13,Manipur,2W,BrandG,6709
2025-06-13,Meghalaya,2W,BrandL,13982
2025-06-13,Mizoram,4W,BrandA,3948
2025-06-13,Nagaland,4W,BrandF,18765
2025-06-13,Odisha,4W,BrandN,19897
2025-06-13,Punjab,3W,BrandC,17551
2025-06-13,Rajasthan,4W,BrandH,9850
2025-06-13,Sikkim,2W,BrandK,11066
2025-06-13,Tamil Nadu,4W,BrandQ,18348
2025-06-13,Telangana,4W,BrandR,18221
2025-06-13,Tripura,4W,BrandP,11565
2025-06-13,Uttar Pradesh,3W,BrandA,18997
2025-06-13,Uttarakhand,3W,BrandY,17721
2025-06-13,West Bengal,3W,BrandV,16248
2025-06-13,Delhi,2W,BrandC,19429
2025-06-13,Jammu and Kashmir,2W,BrandB,11369
2025-06-13,Ladakh,2W,BrandB,2978
2025-06-13,Puducherry,3W,BrandS,5974
2025-06-14,Andhra Pradesh,2W,BrandZ,16023
2025-06-14,Arunachal Pradesh,4W,BrandQ,17409
2025-06-14,Assam,3W,BrandE,3435
2025-06-14,Bihar,2W,BrandV,2803
2025-06-14,Chhattisgarh,4W,BrandW,7405
2025-06-14,Goa,2W,BrandI,6821
2025-06-14,Gujarat,4W,BrandK,13104
2025-06-14,Haryana,2W,BrandY,3896
2025-06-14,Himachal Pradesh,2W,BrandG,3425
2025-06-14,Jharkhand,4W,BrandT,12190
2025-06-14,Karnataka,4W,BrandQ,12178
2025-06-14,Kerala,3W,BrandC,18416
2025-06-14,Madhya Pradesh,3W,BrandO,8744
2025-06-14,Maharashtra,2W,BrandP,18512
2025-06-14,Manipur,3W,BrandX,7097
2025-06-14,Meghalaya,3W,BrandT,2068
2025-06-14,Mizoram,3W,BrandN,13451
2025-06-14,Nagaland,3W,BrandM,10288
2025-06-14,Odisha,4W,BrandR,5903
2025-06-14,Punjab,3W,BrandI,11072
2025-06-14,Rajasthan,3W,BrandF,3455
2025-06-14,Sikkim,3W,BrandZ,11246
2025-06-14,Tamil Nadu,3W,BrandA,11318
2025-06-14,Telangana,2W,BrandG,5601
2025-06-14,Tripura,4W,BrandZ,11325
2025-06-14,Uttar Pradesh,3W,BrandE,18307
2025-06-14,Uttarakhand,2W,BrandW,19630
2025-06-14,West Bengal,3W,BrandM,10685
2025-06-14,Delhi,4W,BrandB,6491
2025-06-14,Jammu and Kashmir,3W,BrandH,7696
2025-06-14,Ladakh,2W,BrandK,14908
2025-06-14,Puducherry,3W,BrandA,13634
2025-06-15,Andhra Pradesh,4W,BrandQ,10820
2025-06-15,Arunachal Pradesh,4W,BrandZ,9031
2025-06-15,Assam,3W,BrandW,12215
2025-06-15,Bihar,4W,BrandS,15459
2025-06-15,Chhattisgarh,2W,BrandU,8382
2025-06-15,Goa,4W,BrandK,2466
2025-06-15,Gujarat,4W,BrandS,6066
2025-06-15,Haryana,4W,BrandB,13442
2025-06-15,Himachal Pradesh,4W,BrandL,14842
2025-06-15,Jharkhand,4W,BrandT,15423
2025-06-15,Karnataka,4W,BrandG,2478
2025-06-15,Kerala,3W,BrandK,6818
2025-06-15,Madhya Pradesh,3W,BrandS,8399
2025-06-15,Maharashtra,2W,BrandJ,13079
2025-06-15,Manipur,2W,BrandK,16138
2025-06-15,Meghalaya,3W,BrandP,12602
2025-06-15,Mizoram,4W,BrandM,6939
2025-06-15,Nagaland,3W,BrandW,6815
2025-06-15,Odisha,2W,BrandU,19991
2025-06-15,Punjab,4W,BrandO,12031
2025-06-15,Rajasthan,3W,BrandB,19900
2025-06-15,Sikkim,3W,BrandD,18810
2025-06-15,Tamil Nadu,4W,BrandU,10140
2025-06-15,Telangana,3W,BrandW,13460
2025-06-15,Tripura,4W,BrandB,7925
2025-06-15,Uttar Pradesh,4W,BrandZ,15103
2025-06-15,Uttarakhand,3W,BrandL,6115
2025-06-15,West Bengal,4W,BrandZ,7115
2025-06-15,Delhi,3W,BrandG,9428
2025-06-15,Jammu and Kashmir,4W,BrandR,19345
2025-06-15,Ladakh,4W,BrandO,4263
2025-06-15,Puducherry,2W,BrandR,2391
2025-06-16,Andhra Pradesh,2W,BrandJ,17701
2025-06-16,Arunachal Pradesh,4W,BrandN,18832
2025-06-16,Assam,3W,BrandG,2456
2025-06-16,Bihar,3W,BrandH,10894
2025-06-16,Chhattisgarh,4W,BrandQ,16815
2025-06-16,Goa,4W,BrandR,12979
2025-06-16,Gujarat,4W,BrandW,2027
2025-06-16,Haryana,4W,BrandJ,11188
2025-06-16,Himachal Pradesh,3W,BrandZ,11874
2025-06-16,Jharkhand,4W,BrandG,10008
2025-06-16,Karnataka,2W,BrandX,15852
2025-06-16,Kerala,4W,BrandU,13210
2025-06-16,Madhya Pradesh,3W,BrandT,16519
2025-06-16,Maharashtra,2W,BrandI,9560
2025-06-16,Manipur,2W,BrandS,18598
2025-06-16,Meghalaya,2W,BrandV,13883
2025-06-16,Mizoram,4W,BrandG,4859
2025-06-16,Nagaland,3W,BrandR,3004
2025-06-16,Odisha,2W,BrandG,13266
2025-06-16,Punjab,4W,BrandQ,16396
2025-06-16,Rajasthan,4W,BrandO,10244
2025-06-16,Sikkim,4W,BrandH,7039
2025-06-16,Tamil Nadu,2W,BrandF,19057
2025-06-16,Telangana,3W,BrandW,4027
2025-06-16,Tripura,2W,BrandH,13998
2025-06-16,Uttar Pradesh,2W,BrandI,15458
2025-06-16,Uttarakhand,4W,BrandC,16167
2025-06-16,West Bengal,2W,BrandP,3415
2025-06-16,Delhi,4W,BrandY,14061
2025-06-16,Jammu and Kashmir,4W,BrandH,7617
2025-06-16,Ladakh,4W,BrandC,15965
2025-06-16,Puducherry,2W,BrandG,7898
2025-06-17,Andhra Pradesh,4W,BrandX,3466
2025-06-17,Arunachal Pradesh,4W,BrandS,12513
2025-06-17,Assam,3W,BrandM,9430
2025-06-17,Bihar,3W,BrandB,3837
2025-06-17,Chhattisgarh,4W,BrandW,16246
2025-06-17,Goa,4W,BrandT,4527
2025-06-17,Gujarat,2W,BrandI,19965
2025-06-17,Haryana,3W,BrandQ,13193
2025-06-17,Himachal Pradesh,2W,BrandM,4253
2025-06-17,Jharkhand,4W,BrandM,6262
2025-06-17,Karnataka,3W,BrandS,8721
2025-06-17,Kerala,2W,BrandU,3901
2025-06-17,Madhya Pradesh,3W,BrandG,15408
2025-06-17,Maharashtra,2W,BrandJ,10066
2025-06-17,Manipur,4W,BrandQ,8477
2025-06-17,Meghalaya,4W,BrandC,16990
2025-06-17,Mizoram,2W,BrandI,18828
2025-06-17,Nagaland,2W,BrandA,9480
2025-06-17,Odisha,3W,BrandZ,16961
2025-06-17,Punjab,4W,BrandO,15785
2025-06-17,Rajasthan,4W,BrandT,18175
2025-06-17,Sikkim,4W,BrandL,14179
2025-06-17,Tamil Nadu,2W,BrandR,9767
2025-06-17,Telangana,2W,BrandM,14308
2025-06-17,Tripura,4W,BrandL,13050
2025-06-17,Uttar Pradesh,3W,BrandS,4660
2025-06-17,Uttarakhand,4W,BrandF,14114
2025-06-17,West Bengal,3W,BrandF,3436
2025-06-17,Delhi,2W,BrandJ,4152
2025-06-17,Jammu and Kashmir,2W,BrandB,9951
2025-06-17,Ladakh,4W,BrandO,15669
2025-06-17,Puducherry,2W,BrandI,17455
2025-06-18,Andhra Pradesh,3W,BrandT,7703
2025-06-18,Arunachal Pradesh,3W,BrandL,12795
2025-06-18,Assam,3W,BrandV,9944
2025-06-18,Bihar,4W,BrandP,8272
2025-06-18,Chhattisgarh,3W,BrandO,6814
2025-06-18,Goa,3W,BrandR,18492
2025-06-18,Gujarat,2W,BrandS,11528
2025-06-18,Haryana,4W,BrandE,15472
2025-06-18,Himachal Pradesh,2W,BrandF,2008
2025-06-18,Jharkhand,4W,BrandZ,7557
2025-06-18,Karnataka,4W,BrandM,13873
2025-06-18,Kerala,3W,BrandQ,11226
2025-06-18,Madhya Pradesh,4W,BrandD,19618
2025-06-18,Maharashtra,2W,BrandQ,7279
2025-06-18,Manipur,4W,BrandN,4778
2025-06-18,Meghalaya,3W,BrandB,7551
2025-06-18,Mizoram,2W,BrandN,9935
2025-06-18,Nagaland,3W,BrandB,2844
2025-06-18,Odisha,2W,BrandR,6629
2025-06-18,Punjab,4W,BrandQ,19421
2025-06-18,Rajasthan,2W,BrandY,7247
2025-06-18,Sikkim,2W,BrandC,16173
2025-06-18,Tamil Nadu,3W,BrandR,3712
2025-06-18,Telangana,2W,BrandY,18282
2025-06-18,Tripura,4W,BrandK,7361
2025-06-18,Uttar Pradesh,4W,BrandJ,15529
2025-06-18,Uttarakhand,3W,BrandO,4134
2025-06-18,West Bengal,2W,BrandJ,2344
2025-06-18,Delhi,2W,BrandR,14107
2025-06-18,Jammu and Kashmir,3W,BrandV,19004
2025-06-18,Ladakh,3W,BrandH,13886
2025-06-18,Puducherry,3W,BrandM,5853
2025-06-19,Andhra Pradesh,4W,BrandN,17862
2025-06-19,Arunachal Pradesh,2W,BrandS,3981
2025-06-19,Assam,3W,BrandN,8234
2025-06-19,Bihar,3W,BrandR,8346
2025-06-19,Chhattisgarh,2W,BrandD,17417
2025-06-19,Goa,4W,BrandG,17760
2025-06-19,Gujarat,2W,BrandR,6965
2025-06-19,Haryana,4W,BrandS,15797
2025-06-19,Himachal Pradesh,4W,BrandW,7895
2025-06-19,Jharkhand,2W,BrandG,13937
2025-06-19,Karnataka,4W,BrandN,18992
2025-06-19,Kerala,4W,BrandI,16581
2025-06-19,Madhya Pradesh,4W,BrandR,13644
2025-06-19,Maharashtra,2W,BrandA,2336
2025-06-19,Manipur,2W,BrandU,10848
2025-06-19,Meghalaya,3W,BrandF,4137
2025-06-19,Mizoram,4W,BrandS,8022
2025-06-19,Nagaland,4W,BrandU,2846
2025-06-19,Odisha,2W,BrandD,12961
2025-06-19,Punjab,2W,BrandI,4397
2025-06-19,Rajasthan,3W,BrandS,14257
2025-06-19,Sikkim,2W,BrandT,5448
2025-06-19,Tamil Nadu,3W,BrandB,19988
2025-06-19,Telangana,3W,BrandT,4166
2025-06-19,Tripura,3W,BrandA,16700
2025-06-19,Uttar Pradesh,4W,BrandC,10940
2025-06-19,Uttarakhand,3W,BrandR,6576
2025-06-19,West Bengal,2W,BrandW,11608
2025-06-19,Delhi,3W,BrandC,4016
2025-06-19,Jammu and Kashmir,2W,BrandF,12842
2025-06-19,Ladakh,4W,BrandP,9088
2025-06-19,Puducherry,3W,BrandU,18247
2025-06-20,Andhra Pradesh,4W,BrandS,11037
2025-06-20,Arunachal Pradesh,4W,BrandV,13170
2025-06-20,Assam,4W,BrandZ,12532
2025-06-20,Bihar,2W,BrandJ,15795
2025-06-20,Chhattisgarh,2W,BrandA,7836
2025-06-20,Goa,4W,BrandW,16297
2025-06-20,Gujarat,2W,BrandD,7175
2025-06-20,Haryana,3W,BrandR,11531
2025-06-20,Himachal Pradesh,4W,BrandU,17955
2025-06-20,Jharkhand,4W,BrandG,17618
2025-06-20,Karnataka,3W,BrandU,8240
2025-06-20,Kerala,2W,BrandJ,14850
2025-06-20,Madhya Pradesh,4W,BrandR,7923
2025-06-20,Maharashtra,3W,BrandY,13093
2025-06-20,Manipur,2W,BrandS,9842
2025-06-20,Meghalaya,3W,BrandY,5369
2025-06-20,Mizoram,2W,BrandA,13526
2025-06-20,Nagaland,3W,BrandT,3981
2025-06-20,Odisha,4W,BrandV,3595
2025-06-20,Punjab,4W,BrandV,19052
2025-06-20,Rajasthan,2W,BrandP,9297
2025-06-20,Sikkim,3W,BrandJ,15766
2025-06-20,Tamil Nadu,4W,BrandN,11653
2025-06-20,Telangana,2W,BrandL,12569
2025-06-20,Tripura,2W,BrandT,19180
2025-06-20,Uttar Pradesh,4W,BrandW,8616
2025-06-20,Uttarakhand,4W,BrandL,5779
2025-06-20,West Bengal,2W,BrandW,15074
2025-06-20,Delhi,4W,BrandI,11405
2025-06-20,Jammu and Kashmir,3W,BrandJ,12917
2025-06-20,Ladakh,3W,BrandL,5585
2025-06-20,Puducherry,4W,BrandK,18810
2025-06-21,Andhra Pradesh,4W,BrandR,14284
2025-06-21,Arunachal Pradesh,2W,BrandQ,10683
2025-06-21,Assam,3W,BrandN,6731
2025-06-21,Bihar,3W,BrandJ,6242
2025-06-21,Chhattisgarh,4W,BrandQ,13488
2025-06-21,Goa,4W,BrandN,8246
2025-06-21,Gujarat,3W,BrandD,2898
2025-06-21,Haryana,2W,BrandM,3398
2025-06-21,Himachal Pradesh,2W,BrandR,16969
2025-06-21,Jharkhand,3W,BrandR,12086
2025-06-21,Karnataka,3W,BrandH,18979
2025-06-21,Kerala,2W,BrandW,8123
2025-06-21,Madhya Pradesh,3W,BrandC,14829
2025-06-21,Maharashtra,2W,BrandK,10468
2025-06-21,Manipur,4W,BrandK,15816
2025-06-21,Meghalaya,2W,BrandC,13775
2025-06-21,Mizoram,3W,BrandV,13934
2025-06-21,Nagaland,3W,BrandM,11845
2025-06-21,Odisha,2W,BrandH,18808
2025-06-21,Punjab,3W,BrandD,19647
2025-06-21,Rajasthan,4W,BrandB,16708
2025-06-21,Sikkim,4W,BrandL,6511
2025-06-21,Tamil Nadu,4W,BrandY,11036
2025-06-21,Telangana,4W,BrandX,8932
2025-06-21,Tripura,2W,BrandM,10200
2025-06-21,Uttar Pradesh,4W,BrandD,19393
2025-06-21,Uttarakhand,3W,BrandA,7601
2025-06-21,West Bengal,4W,BrandL,14814
2025-06-21,Delhi,2W,BrandB,12869
2025-06-21,Jammu and Kashmir,4W,BrandV,14033
2025-06-21,Ladakh,4W,BrandX,5194
2025-06-21,Puducherry,2W,BrandK,5457
2025-06-22,Andhra Pradesh,4W,BrandA,15896
2025-06-22,Arunachal Pradesh,4W,BrandH,6717
2025-06-22,Assam,3W,BrandV,7216
2025-06-22,Bihar,2W,BrandZ,11714
2025-06-22,Chhattisgarh,3W,BrandM,5308
2025-06-22,Goa,4W,BrandG,9272
2025-06-22,Gujarat,4W,BrandC,10189
2025-06-22,Haryana,2W,BrandJ,19796
2025-06-22,Himachal Pradesh,4W,BrandK,8339
2025-06-22,Jharkhand,4W,BrandZ,3984
2025-06-22,Karnataka,3W,BrandP,7791
2025-06-22,Kerala,2W,BrandA,13618
2025-06-22,Madhya Pradesh,3W,BrandP,4749
2025-06-22,Maharashtra,3W,BrandJ,18344
2025-06-22,Manipur,3W,BrandD,16573
2025-06-22,Meghalaya,3W,BrandE,17135
2025-06-22,Mizoram,3W,BrandE,5202
2025-06-22,Nagaland,2W,BrandL,9095
2025-06-22,Odisha,4W,BrandT,13128
2025-06-22,Punjab,4W,BrandS,9288
2025-06-22,Rajasthan,4W,BrandK,19234
2025-06-22,Sikkim,3W,BrandD,3324
2025-06-22,Tamil Nadu,4W,BrandM,10016
2025-06-22,Telangana,3W,BrandC,18714
2025-06-22,Tripura,4W,BrandR,11489
2025-06-22,Uttar Pradesh,3W,BrandJ,10896
2025-06-22,Uttarakhand,3W,BrandP,17145
2025-06-22,West Bengal,4W,BrandX,17841
2025-06-22,Delhi,4W,BrandA,13316
2025-06-22,Jammu and Kashmir,4W,BrandS,16774
2025-06-22,Ladakh,2W,BrandU,12699
2025-06-22,Puducherry,3W,BrandR,14543
2025-06-23,Andhra Pradesh,4W,BrandI,8783
2025-06-23,Arunachal Pradesh,2W,BrandM,11602
2025-06-23,Assam,4W,BrandU,13198
2025-06-23,Bihar,4W,BrandH,8641
2025-06-23,Chhattisgarh,2W,BrandI,11038
2025-06-23,Goa,3W,BrandI,17216
2025-06-23,Gujarat,2W,BrandC,4214
2025-06-23,Haryana,2W,BrandG,13897
2025-06-23,Himachal Pradesh,4W,BrandR,10271
2025-06-23,Jharkhand,4W,BrandI,6084
2025-06-23,Karnataka,2W,BrandE,15200
2025-06-23,Kerala,4W,BrandK,18641
2025-06-23,Madhya Pradesh,2W,BrandX,11863
2025-06-23,Maharashtra,2W,BrandD,17666
2025-06-23,Manipur,4W,BrandV,7400
2025-06-23,Meghalaya,4W,BrandJ,8384
2025-06-23,Mizoram,2W,BrandE,19496
2025-06-23,Nagaland,3W,BrandX,2122
2025-06-23,Odisha,4W,BrandM,17435
2025-06-23,Punjab,4W,BrandA,7808
2025-06-23,Rajasthan,3W,BrandU,9960
2025-06-23,Sikkim,2W,BrandO,15930
2025-06-23,Tamil Nadu,4W,BrandN,11206
2025-06-23,Telangana,4W,BrandO,11728
2025-06-23,Tripura,4W,BrandV,15509
2025-06-23,Uttar Pradesh,4W,BrandD,11590
2025-06-23,Uttarakhand,2W,BrandP,3807
2025-06-23,West Bengal,4W,BrandC,3366
2025-06-23,Delhi,4W,BrandP,3098
2025-06-23,Jammu and Kashmir,3W,BrandW,5671
2025-06-23,Ladakh,2W,BrandK,18912
2025-06-23,Puducherry,4W,BrandB,10377
2025-06-24,Andhra Pradesh,2W,BrandU,6453
2025-06-24,Arunachal Pradesh,4W,BrandM,10970
2025-06-24,Assam,3W,BrandN,11776
2025-06-24,Bihar,3W,BrandI,4506
2025-06-24,Chhattisgarh,3W,BrandK,8399
2025-06-24,Goa,4W,BrandZ,13553
2025-06-24,Gujarat,2W,BrandP,16670
2025-06-24,Haryana,3W,BrandX,4677
2025-06-24,Himachal Pradesh,4W,BrandH,13534
2025-06-24,Jharkhand,2W,BrandU,5340
2025-06-24,Karnataka,4W,BrandL,19616
2025-06-24,Kerala,4W,BrandC,19865
2025-06-24,Madhya Pradesh,3W,BrandC,2065
2025-06-24,Maharashtra,2W,BrandN,8479
2025-06-24,Manipur,4W,BrandM,17635
2025-06-24,Meghalaya,3W,BrandJ,8361
2025-06-24,Mizoram,3W,BrandZ,10030
2025-06-24,Nagaland,3W,BrandC,12060
2025-06-24,Odisha,3W,BrandS,3887
2025-06-24,Punjab,4W,BrandQ,18532
2025-06-24,Rajasthan,2W,BrandL,15629
2025-06-24,Sikkim,3W,BrandQ,19340
2025-06-24,Tamil Nadu,4W,BrandQ,9072
2025-06-24,Telangana,2W,BrandJ,11383
2025-06-24,Tripura,3W,BrandL,14427
2025-06-24,Uttar Pradesh,4W,BrandT,9790
2025-06-24,Uttarakhand,4W,BrandT,2880
2025-06-24,West Bengal,4W,BrandF,13129
2025-06-24,Delhi,3W,BrandS,11810
2025-06-24,Jammu and Kashmir,2W,BrandJ,19239
2025-06-24,Ladakh,3W,BrandJ,10058
2025-06-24,Puducherry,2W,BrandY,5945
2025-06-25,Andhra Pradesh,2W,BrandY,6724
2025-06-25,Arunachal Pradesh,3W,BrandE,19442
2025-06-25,Assam,4W,BrandF,12421
2025-06-25,Bihar,4W,BrandM,5630
2025-06-25,Chhattisgarh,2W,BrandI,2816
2025-06-25,Goa,4W,BrandM,13825
2025-06-25,Gujarat,4W,BrandJ,4489
2025-06-25,Haryana,2W,BrandG,12670
2025-06-25,Himachal Pradesh,2W,BrandZ,15957
2025-06-25,Jharkhand,3W,BrandU,11031
2025-06-25,Karnataka,2W,BrandA,11514
2025-06-25,Kerala,4W,BrandE,9559
2025-06-25,Madhya Pradesh,2W,BrandY,7258
2025-06-25,Maharashtra,3W,BrandJ,8082
2025-06-25,Manipur,3W,BrandI,8025
2025-06-25,Meghalaya,2W,BrandS,16407
2025-06-25,Mizoram,2W,BrandO,10503
2025-06-25,Nagaland,2W,BrandX,12719
2025-06-25,Odisha,2W,BrandO,19177
2025-06-25,Punjab,2W,BrandW,18474
2025-06-25,Rajasthan,3W,BrandN,10607
2025-06-25,Sikkim,2W,BrandA,7007
2025-06-25,Tamil Nadu,4W,BrandG,2561
2025-06-25,Telangana,3W,BrandQ,19643
2025-06-25,Tripura,2W,BrandC,2324
2025-06-25,Uttar Pradesh,2W,BrandG,16611
2025-06-25,Uttarakhand,3W,BrandU,15288
2025-06-25,West Bengal,3W,BrandH,16848
2025-06-25,Delhi,2W,BrandT,15083
2025-06-25,Jammu and Kashmir,3W,BrandO,13529
2025-06-25,Ladakh,3W,BrandZ,8053
2025-06-25,Puducherry,2W,BrandX,4265
2025-06-26,Andhra Pradesh,2W,BrandI,6768
2025-06-26,Arunachal Pradesh,3W,BrandT,7155
2025-06-26,Assam,4W,BrandW,9865
2025-06-26,Bihar,4W,BrandU,12616
2025-06-26,Chhattisgarh,4W,BrandD,14551
2025-06-26,Goa,2W,BrandS,2388
2025-06-26,Gujarat,4W,BrandD,2237
2025-06-26,Haryana,3W,BrandF,14559
2025-06-26,Himachal Pradesh,2W,BrandR,9501
2025-06-26,Jharkhand,2W,BrandM,4368
2025-06-26,Karnataka,2W,BrandQ,11270
2025-06-26,Kerala,2W,BrandE,16167
2025-06-26,Madhya Pradesh,4W,BrandA,4407
2025-06-26,Maharashtra,3W,BrandD,19603
2025-06-26,Manipur,4W,BrandZ,9580
2025-06-26,Meghalaya,3W,BrandU,11431
2025-06-26,Mizoram,4W,BrandK,5768
2025-06-26,Nagaland,4W,BrandR,10622
2025-06-26,Odisha,4W,BrandZ,2804
